615,Pietermaritzburg ,Hi-Q Tyre ,Car Accessories ,171 Greyling Street ,Telkom,,,
616,Pietermaritzburg ,Hi-Q Tyre ,Car Accessories ,9 Armitage Road ,Telkom,,,
617,Pietermaritzburg ,Honchos ,Restaurant ,64 Alan Paton Drive ,Telkom,,,
618,Pietermaritzburg ,Honchos Laager Centre ,Laarger Centre ,88 Church Street ,Telkom,,,
619,Pietermaritzburg ,Hungry Lion ,Restaurant ,341 Church Street ,Telkom,,,
620,Pietermaritzburg ,Jayz Grill,Inveso Centre,16 Chatterton Road,Telkom,,,
621,Pietermaritzburg ,Jimmy Killer Prawns ,Inveso Centre,"16 Chatterton Rd, Shop 10",Telkom,,,
622,Pietermaritzburg ,Jimmy Killer Prawns and Chips,Northway Mall ,Chota Motala Road ,Telkom,,,
623,Pietermaritzburg ,Jitesh Gopal Physio ,Physio Thearapist ,262 Khan Road ,Telkom,,,
624,Pietermaritzburg ,John Dorys ,Liberty Midlands Mall ,50 Sanctuary Road ,Telkom,,,
625,Pietermaritzburg ,KD Salon ,Hair Salon ,124 Balhambra Way ,Telkom,,,
626,Pietermaritzburg ,KFC,Restaurant ,9 Armitage Road ,Telkom,,,
627,Pietermaritzburg ,KFC,Restaurant ,20 Endendale Road ,Telkom,,,
628,Pietermaritzburg ,KFC,Restaurant ,Cnr N3 and Old Greytown Road ,Telkom,,,
629,Pietermaritzburg ,KFC,Restaurant ,400 Church Street ,Telkom,,,
630,Pietermaritzburg ,KFC,Restaurant ,268 Langibalele Street ,Telkom,,,
631,Pietermaritzburg ,KFC,Restaurant ,68 Chief Albert Luthuli Street ,Telkom,,,
632,Pietermaritzburg ,KFC,Restaurant ,50 Sanctuary Road ,Telkom,,,
633,Pietermaritzburg ,KFC,Restaurant ,Cnr Oto Bluff and Old Greytown Road ,Telkom,,,
634,Pietermaritzburg ,KFC,Restaurant ,361 Church Street ,Telkom,,,
635,Pietermaritzburg ,KFC,Restaurant ,Church Street ,Telkom,,,
636,Pietermaritzburg ,KFC,Restaurant ,543 Chota Motala Street ,Telkom,,,
637,Pietermaritzburg ,KFC,Restaurant ,60 Durban Road ,Telkom,,,
638,Pietermaritzburg ,Khan Brothers Salon ,Hair Salon ,665 Chota Motala Road ,Telkom,,,
639,Pietermaritzburg ,Kick and Whistle Pub,Sports Bar ,10 Alan Paton Drive ,Telkom,,,
640,Pietermaritzburg ,Kubens Sports Bar and Pub ,Sports Bar ,4839 Khan Road ,Telkom,,,
641,Pietermaritzburg ,La Vita Restaurant,Inveso Centre,"16 Chatterton Rd, Shop 10",Telkom,,,
642,Pietermaritzburg ,Lady Essence Beauty Spa ,Spa,582 Chota Motala Road ,Telkom,,,
643,Pietermaritzburg ,Makro ,Store ,Camps Drift Road ,Telkom,,,
644,Pietermaritzburg ,McDonalds ,Restaurant ,Cnr Buger and Commercial Street ,Telkom,,,
645,Pietermaritzburg ,McDonalds ,Restaurant ,Cnr Buger and Commercial Street ,Wireless G,,,
646,Pietermaritzburg ,McDonalds ,Restaurant ,Victoria and Armitage Street ,Telkom,,,
647,Pietermaritzburg ,McDonalds ,Greater Edendale Mall,Mount Partridge Road ,Telkom,,,
648,Pietermaritzburg ,Medicross Medical ,Doctors Office ,28 Blackburrow Rd,Telkom,,,
649,Pietermaritzburg ,Midlands Shopping Centre ,Shopping Mall,50 Sanctuary Road ,Telkom,,,
650,Pietermaritzburg ,Moffatt Optical ,Eye Specialist ,232 Church Street ,Telkom,,,
651,Pietermaritzburg ,Moffatt Optical ,Eye Specialist ,28 Blackburrow Rd,Telkom,,,
652,Pietermaritzburg ,Mugg & Bean ,Liberty Midlands Mall ,50 Sanctuary Road ,AlwaysOn,,,
653,Pietermaritzburg ,Mugg & Bean ,Liberty Midlands Mall ,50 Sanctuary Road ,Vast Networks,,,
654,Pietermaritzburg ,Nasreens Hair and Beauty ,Hair Salon ,690 Chota Motala Road ,Telkom,,,
655,Pietermaritzburg ,Nedbank,Bank,Longmarket Street ,Vast Networks ,,,
656,Pietermaritzburg ,Nedbank,Liberty Midlands Mall ,50 Sanctuary Road ,Vast Networks,,,
657,Pietermaritzburg ,Nedbank,Liberty Midlands Mall ,50 Sanctuary Road ,AlwaysOn,,,
658,Pietermaritzburg ,Nedbank,Bank,Allan Paton Road ,AlwaysOn,,,
659,Pietermaritzburg ,Nedbank,Bank - Boxer store ,Howick ,Vast Networks ,,,
660,Pietermaritzburg ,Nedbank Boxer ,Bank,Hoosen Haffjee ,Vast Networks ,,,
661,Pietermaritzburg ,Nedbank Boxer ,Bank ,Hoosen Haffjee ,AlwaysOn,,,
662,Pietermaritzburg ,Nedbank Boxer ,Bank ,Henrietta Street ,AlwaysOn,,,
663,Pietermaritzburg ,Nedbank ,Bank,28 Blackburrow Rd,AlwaysOn,,,
664,Pietermaritzburg ,Nedbank ,Bank ,Main Road Howick ,Telkom,,,
665,Pietermaritzburg ,Nedbank ,Scottsville Mall,60 Alan Paton Ave,Vast Networks ,,,
666,Pietermaritzburg ,Nino's Café,Liberty Midlands Mall ,50 Sanctuary Road ,AlwaysOn,,,
667,Pietermaritzburg ,Northdale UFET Canteen ,FET College ,150 Balhambra Way ,Telkom,,,
668,Pietermaritzburg ,Panarotis ,Liberty Midlands Mall ,50 Sanctuary Road ,Telkom,,,
669,Pietermaritzburg ,Pie City ,Greater Edendale Mall,Moses Mabhida and Mount Partridge Road ,Telkom,,,
670,Pietermaritzburg ,Pie City ,Selgro Centre ,361 Church Street ,Telkom,,,
671,Pietermaritzburg ,Pie City ,Lockhad Centre ,133 Retief Street ,Telkom,,,
672,Pietermaritzburg ,Pie City ,Rhino Centre,420 Pietermaritz Street ,Telkom,,,
673,Pietermaritzburg ,Pizzology ,Restaurant ,120 Victoria Road ,Telkom,,,
674,Pietermaritzburg ,Poobie Naidoo Sports Bar ,Sports Bar ,450 Prince Alfred Street ,Telkom,,,
675,Pietermaritzburg ,Quality Carwash ,Car Wash ,50 Simeon Road ,Telkom,,,
676,Pietermaritzburg ,Quincy's Café and Restaurant ,Restaurant,157 Victoria Road ,Telkom,,,
677,Pietermaritzburg ,Rage Fashion ,Liberty Midlands Mall ,50 Sanctuary Road ,Telkom,,,
678,Pietermaritzburg ,Rage Fashion ,Greater Edendale Mall,Mount Partridge Road ,Telkom,,,
679,Pietermaritzburg ,Raisemed Dental,Dental Surgery ,532 Cholta Motala Road ,Telkom,,,
680,Pietermaritzburg ,RJ's PMB ,Inveso Centre,16 Chatterton Road ,Telkom,,,
681,Pietermaritzburg ,RocoMamas ,Scottsville Mall,60 Alan Paton Ave,Telkom,,,
682,Pietermaritzburg ,Rosehurst ,Restaurant ,239 Boom Street ,Telkom,,,
683,Pietermaritzburg ,SA Clinics ,Clinc ,301 Bulwer Street ,Telkom,,,
684,Pietermaritzburg ,Sagewood Café ,Restaurant ,97 Chatterton Road ,Telkom,,,
685,Pietermaritzburg ,Sasol Garage ,Garage ,7 Old Trafford Place ,Telkom,,,
686,Pietermaritzburg ,Silver Heights Secondary School ,High School ,110 Silver Road ,Telkom,,,
687,Pietermaritzburg ,Spur ,Liberty Midlands Mall ,50 Sanctuary Road ,Telkom,,,
688,Pietermaritzburg ,Spur ,Greater Edendale Mall,Mount Partridge Road ,Telkom,,,
689,Pietermaritzburg ,Stay Easy ,Hotel,Sanctuary Road ,AlwaysOn,,,
690,Pietermaritzburg ,Steers ,Restaurant ,10 Alan Paton Drive ,Telkom,,,
691,Pietermaritzburg ,Steers ,Restaurant ,2 Chief Albert Luthuli Street ,Telkom,,,
692,Pietermaritzburg ,Supa Quick ,Car Accessories ,168 Greyling Street ,Telkom,,,
693,Pietermaritzburg ,Super Tyres ,Car Accessories ,257 Commercial Road ,Telkom,,,
694,Pietermaritzburg ,Swaadisht Foods ,Invesco Centre ,16 Chatterton Road ,Telkom,,,
695,Pietermaritzburg ,Swerve ,Pool Bar ,543 Old Greytown Road ,Telkom,,,
696,Pietermaritzburg ,Tatal Garage ,Garage ,Trelowney Road ,Telkom,,,
697,Pietermaritzburg ,Tatum Art Gallery ,Art Museum ,Chiel Alberlt Luthuli Street ,Telkom,,,
698,Pietermaritzburg ,Telkom Direct Store ,Store ,50 Sanctuary Road ,Telkom,,,
699,Pietermaritzburg ,Tea on 23 ,Restaurant ,23 Carbis Road ,Telkom,,,
700,Pietermaritzburg ,The Keg and HedgeHogs ,Pub,585 Town Bush Road,Telkom,,,
701,Pietermaritzburg ,The Mews Hair Studio ,Hair Salon ,88 Mayors Walk Road,Telkom,,,
702,Pietermaritzburg ,The Olympic Lounge ,Sports Bar ,5 Elsa Road ,Telkom,,,
703,Pietermaritzburg ,The Orient Scoops Icecream Palour,Restaurant ,4 Oldham Place ,Telkom,,,
704,Pietermaritzburg ,Tiger Wheel and Tyre ,Car Accessories ,80 Boshoff Street ,Telkom,,,
705,Pietermaritzburg ,Total Garage ,Garage ,15A Blackburrow Road ,Telkom,,,
706,Pietermaritzburg ,Tyre and Tube ,Car Accessories ,236 Greyling Street  ,Telkom,,,
707,Pietermaritzburg ,Wanderers Club,Function Room ,14 Aberfeldy Road ,Telkom,,,
708,Pietermaritzburg ,Wendys Hair Design ,Woodlands ,Community Hall Road ,Telkom,,,
709,Pietermaritzburg ,Wimpy ,Liberty Midlands Mall ,50 Sanctuary Road ,AlwaysOn,,,
710,Pietermaritzburg ,Wimpy ,Hayfields Mall,28 Blackburrow Rd,Vast Networks ,30 mins ,,
711,Pietermaritzburg ,Wimpy ,Hayfields Mall,28 Blackburrow Rd,AlwaysOn,30 mins ,,
712,Pietermaritzburg ,Wimpy ,Restaurant ,Church Street ,Vast Networks ,,,
713,Pietermaritzburg ,Wimpy ,Restaurant ,Church Street ,AlwaysOn,,,
714,Pietermaritzburg ,Wimpy ,Restaurant ,Main Road Howick ,Telkom,,,
715,Pietermaritzburg ,Woodlander Ex Students Sports Club ,Sports Bar ,110 Alandale Drive ,Telkom,,,
716,Pietermaritzburg ,XTLS Dreadlocks ,7th Eleven Centre ,Burger and Commercial Street ,Telkom,,,
717,Pinetown ,Action Sports ,Sports Centre ,29 Shepstone Road ,Telkom,,,
718,Pinetown ,Aroy Thai,Bartlett House ,50 Bartlett Road ,Telkom,,,
719,Pinetown ,Barloworld Ford and Mazda,Car Dealership ,Josiah Gumede Road ,Vast Networks ,,,
720,Pinetown ,Budget Car Rental,Car Rental,22 Chancery Lane ,Telkom,,,
721,Pinetown ,Caltex Freshstop ,Garage ,87 Old Main Road ,Telkom,,,
722,Pinetown ,Civic Centre ,Civic Centre ,60 Kings Road ,Public Access ,,,
723,Pinetown ,Club Kenya ,Restaurant ,46 Bartlett Road ,Telkom,,,
724,Pinetown ,Crompton Coffee Shop and Take Away ,Restaurant ,79 Crompton Street ,Telkom,,,
725,Pinetown ,CTC Café ,Farningham Centre,28 Winston Churchill Drive ,Telkom,,,
726,Pinetown ,Everyones Choice Hair Salon ,Hair Salon ,24 Anderson Road ,Telkom,,,
727,Pinetown ,Fitness Master Gym,Gym,29 Hill Street,Telkom,,,
728,Pinetown ,Glasfit ,Car Accessories Shop,152 Old Main Road ,Telkom ,,,
729,Pinetown ,Hi-Q,Car Accessories Shop,Henwood Road ,Telkom,,,
730,Pinetown ,Hungry Lion ,Restaurant,40/42 Hill Street ,Telkom,,,
731,Pinetown ,KFC ,Restaurant,49 Shepstone Road ,Telkom ,,,
732,Pinetown ,KFC ,Restaurant,10/12 Old Main Road ,Telkom,,,
733,Pinetown ,Marshalls World of Sport ,Sport Store ,Underwood Road ,Telkom ,,,
734,Pinetown ,McDonalds,Restaurant,Josiah Gumede Road ,Vast Networks ,,,
735,Pinetown ,Mercedes Benz ,Car Dealership ,10 Hagart Road,iSpot ,,,
736,Pinetown ,Moffatt Optical ,Eye Specialist ,15 King Street ,Telkom ,,,
737,Pinetown ,Movas ,Pine Crest Shopping Centre ,Pine Crest Centre ,-,Unlimited ,30MB ,
738,Pinetown ,Mugg & Bean ,Restaurant,Roselle Road,Vast Networks ,,,
739,Pinetown ,Nagina Clinic ,Clinic ,1 Soni Street,Public Access ,,,
740,Pinetown ,Nedbank ,Bank ,Kings Road ,Vast Networks ,,,
741,Pinetown ,Rage Fashion ,Pinecrest Centre ,17 Kings Road,Telkom ,,,
742,Pinetown ,Reds Curry Pot,Pinecrest Centre ,17 Kings Road,-,Unlimited ,30MB ,
743,Pinetown ,Serendipity Body and Beauty Spa,Spa ,11 Maurice Nichols Road ,Telkom ,,,
744,Pinetown ,Steers ,Restaurant ,176 Underwood Road ,Telkom ,,,
745,Pinetown ,Supa Quick ,Car Accessories Shop,109 Old Main Road ,Telkom ,,,
746,Pinetown ,Swaadisht Foods ,Restaurant ,10 Shepstone Road ,Telkom ,,,
747,Pinetown ,Telkom Direct Store ,Pine Crest Shopping Centre ,17 Kings Road,-,Unlimited ,30MB ,
748,Pinetown ,Total Garage ,Garage ,48 Alexander Road ,Telkom ,,,
749,Pinetown ,Wimpy  ,Pine Crest Shopping Centre ,Kings Road ,-,30mins ,50MB,
750,Pinetown ,Wimpy  ,Pine Crest Shopping Centre ,Kings Road ,Vast Networks ,,,
751,Point,KFC ,Restaurant ,557 Point Road ,Wireless G,,,
752,Point,Moyo at the Pier ,Restaurant ,Mahatma Gandhi Road ,Vast Networks ,,,
753,Point ,Docklands Hotel ,Hotel,40 Mahatma Gandhi Road,-,Unlimited ,150MB,
754,Pongola,Debonairs ,Restaurant ,Suikerbekkie Avenue ,Vast Networks ,,,
755,Pongola,KFC,Restaurant,Ithala Centre Manguzi,Telkom ,,,
756,Pongola,Rage Fashion ,Clothing Shop ,Cnr Naude and Jan Mielie Street ,Telkom ,,,
757,Port Edward,Caltex Freshstop ,Garage ,Cnr R61 and Kinderstrand Road,Telkom,,,
758,Port Edward,KFC ,Restaurant ,Cnr R61 and Owen Alice Drive ,Wireless G,,,
759,Port Edward,Vanilla Café ,Ramsey Corner ,408 Ramsey Avenue ,Telkom,,,
760,Port Shepstone ,KFC ,Restaurant ,Cnr Robinson and Bazley ,Wireless G,,,
761,Port Shepstone ,KFC ,Restaurant ,Oribi Plaza Durban ,Wireless G,,,
762,Port Shepstone ,Pitstop Restaurant and Pub ,Restaurant,Toucan Road,Vast Netorks ,,,
763,Port Shepstone ,Pitstop Restaurant and Pub ,Restaurant,Toucan Road,AlwaysOn,,,
764,Port Shepstone ,Wimpy,Restaurant,Aiken Street,Vast Networks ,,,
765,Port Shepstone ,Wimpy,Restaurant,Aiken Street,AlwaysOn,,,
766,Prospecton,Medicross Medical ,Hospital,8 Prospecton Road ,Telkom ,,,
767,Prospecton ,Total Garage ,Garage ,46 Prospecton Road ,Telkom ,,,
768,Queensburgh ,Total Garage  ,Garage ,253 Piet Retief Street ,Telkom,,,
769,Ramsgate ,Ramsgate Service Station ,Garage ,Marine Drive ,Telkom ,,,
770,Red Hill,Action Sports ,Sports Centre ,80 Rinaldo Road ,Telkom,,,
771,Red Hill,Caltex Freshstop ,Garage ,838 Chri Hani Road ,Telkom,,,
772,Reservoir Hills ,Asoka Hotel,Hotel,175 Dunkeld Road ,Telkom,,,
773,Reservoir Hills ,Dr NB Maharaj,Doctors Office ,365 New Germany Road ,Telkom,,,
774,Reservoir Hills ,Dr T Govender Medical Practice ,Doctors Office ,610 Mountbatten Drive ,Telkom,,,
775,Reservoir Hills ,First Fitness Gym,Gym,365 New Germany Road ,Telkom,,,
776,Reservoir Hills ,KFC ,Restaurant,612 Mountbatten Drive ,Telkom,,,
777,Reservoir Hills ,Marshalls World of Sport ,Sport Store ,11 Pridley Road ,Telkom ,,,
778,Reservoir Hills ,Nandos ,Restaurant ,365 New Germany Road ,Telkom ,,,
779,Reservoir Hills ,Ravens Hair ,Hair Salon ,Stemhold Avenue ,Telkom ,,,
780,Reservoir Hills ,Swaadisht Foods ,Restaurant ,365 New Germany Road ,Telkom ,,,
781,Richards Bay,Premier Hotel The Richards,Hotel,Hibberd Drive ,AlwaysOn,,,
782,Richards Bay ,Galitos ,Restaurant ,Cnr Bultion Boulevard and Kruger Rand ,-,Unlimited,30MB,
783,Richards Bay ,Jacks on the Bay ,Quay Walk Tuzi Gazi Waterfront ,Pioneer Road ,Telkom,,,
784,Richards Bay ,McDonalds,Restaurant ,Main Road and Premuim Promenade,-,60mins,Uncapped,
785,Richards Bay ,McDonalds ,Restaurant ,Off the R619,Vast Networks ,,,
786,Richards Bay ,McDonalds ,Restaurant ,Off the R619,Telkom ,,,
787,Richards Bay ,Mugg & Bean ,Boardwalk Inkwazi Shopping Centre,Mark Strasse Street ,AlwaysOn,,,
788,Richards Bay ,Mugg & Bean ,Boardwalk Inkwazi Shopping Centre,Mark Strasse Street ,Vast Networks ,,,
789,Richards Bay ,Nedbank ,Bay Plaza ,Krugerrand Grove ,Vast Networks ,,,
790,Richards Bay ,Nedbank ,Bay Plaza ,Krugerrand Grove ,AlwaysOn,,,
791,Richards Bay ,Protea Hotel,Hotel,Bridgetown and Pioneer Road ,Vast Networks ,,,
792,Richards Bay ,Sun1 Richards Bay ,Hotel ,E Central Arterial Road ,Telkom ,,,
793,Richards Bay ,Telkom Direct Store,Boardwalk Shopping Centre,4 Lira Link ,-,Unlimited,30MB,
794,Richards Bay ,Virgin Stores,Boardwalk Shopping Centre,Mark Strauss Street,-,Unlimited,30MB,
795,Richards Bay ,Wimpy,Alton ,77 Alumina Allee Street ,-,30mins,Uncapped,
796,Richards Bay ,Wimpy,Meerensee Mall,Krewelkring Road ,AlwaysOn,,,
797,Richards Bay ,Wimpy,Meerensee Mall,Krewelkring Road ,Vast Networks ,,,
798,Richards Bay ,Wimpy,Restaurant ,Premium Promenade ,Telkom,,,
799,Richards Bay ,Woolworths ,Boardwalk Shopping Centre,Mark Strauss Street,Vast Networks ,,,
800,Richards Bay ,Woolworths ,Boardwalk Shopping Centre,Mark Strauss Street,-,30mins,50MB,
801,Richmond,KFC,Restaurant ,Chilly and Shepstone Street ,Telkom ,,,
802,Richmond,Nedbank Boxer ,Store ,Shepstone Street,Vast Networks ,,,
803,Richmond,Rage Fashion ,Richmond Shopping Centre ,Chilley and Nelson Street ,Telkom ,,,
804,Riverhorse Valley,KFC ,Restaurant ,Riverhorse Valley West Petroport West N2,Telkom ,,,
805,Riverhorse Valley,KFC ,Restaurant ,Total Petroport East N2 ,Telkom ,,,
806,Riverhorse Valley,Royal Vulcanizing Station ,Car Accessories Shop,14 Riverhorse Valeey Close ,Telkom ,,,
807,Riverhorse Valley,Teraco-dbn-dynamic-access-gw-ispot.co.za,Data Centre,Riverhorse Close ,iSpot ,,,
808,Riverhorse Valley,Teraco-dbn-msan-1-ispot.co.za,Data Centre,Riverhorse Close ,iSpot ,,,
809,Riverhorse Valley,Teraco-dbn-msan-2-ispot.co.za,Data Centre,Riverhorse Close ,iSpot ,,,
810,Riverhorse Valley,TrenTyre ,Car Accessories Shop,33 Riverhorse Valley Road ,Telkom,,,
811,Rossburgh,Steers Edwin Swales,Restaurant,266 Solomon Mahlangu Drive ,iSpot ,,,
812,Russel,KFC ,Restaurant ,54 Russel Street,Wireless G,,,
813,Scottburgh,Nedbank ,Bank,Scottburgh Mall ,Telkom ,,,
814,Scottburgh,Nedbank ,Bank ,Scott Street ,AlwaysOn,,,
815,Scottburgh,Nedbank ,Bank ,Scott Street ,Vast Networks ,,,
816,Scottburgh,Ninos,Scottburgh Mall,Adams Street,AlwaysOn,,,
817,Scottburgh,Nonos Salon ,Hair Salon ,Scott Street ,Telkom ,,,
818,Scottburgh,Spice Inn ,Restaurant ,145 Scott Street,Telkom ,,,
819,Scottburgh,Wimpy  ,Restaurant ,Scottburgh Mall ,Telkom,,,
820,Scottburgh,Wimpy  ,Scottburgh Mall,Adams Road,AlwaysOn,,,
821,Scottburgh,Wimpy  ,Scottburgh Mall,Adams Road,Vast Networks,,,
822,Seaview ,Alez Sports Café ,Sports Bar,531 Sarnia Road ,Telkom,,,
823,Seaview ,Basswize Car Audio,Car Accessories Shop,528 Sarnia Road ,Telkom,,,
824,Seaview ,Hot Gossip Hair and Beauty ,Hair Salon ,27 Titren Road ,Telkom,,,
825,Seaview ,KFC ,Restaurant,27 Titren Road ,Telkom,,,
826,Seaview ,Motorsport Car Wash ,Car Wash ,622 Sarnia Road ,Telkom ,,,
827,Seaview ,Rossburgh Dental ,Parkview Medical Centre ,14 Parkview Road,Telkom ,,,
828,Seaview ,Total Garage ,Garage ,27 Titren Road ,Telkom ,,,
829,Shakaskraal,KFC ,Restaurant ,Protea Road ,Wireless G,,,
830,Shallcross ,KFC ,The Ridge @ Shallcross,90 Shallcross Road,-,Unlimited ,30MB ,
831,Shallcross ,KFC ,Restaurant ,90 Shellcross Drive ,Wireless G,,,
832,Shellcross ,Bobs Place Sports Bar ,Jamiaca Centre ,66 Olympia Street ,Telkom,,,
833,Shelly Beach,Mugg & Bean ,South Coast Mall ,R61 and Izotsha Road ,AlwaysOn,,,
834,Shelly Beach,Nandos ,Restaurant,Main Road,Telkom ,,,
835,Shelly Beach,RJ's Restaurant,South Coast Mall ,Izot Sha Road ,Telkom ,,,
836,Shelly Beach,Shelly Optometrist,Eye Specialist ,Marine Drive ,Telkom ,,,
837,Shelly Beach,Tiger Wheel and Tyre ,Car Accessories Shop,53 Marine Drive ,Telkom,,,
838,Shelly Beach,Wimpy,Restaurant,Marine Drive ,Vast Networks ,,,
839,Sherwood ,Al Sabah,-,928 Jan Smuts Street ,Telkom,,,
840,Sherwood ,Hyundai,Car Lot ,1134 Jan Smuts Highway ,Telkom,,,
841,Sherwood ,Welcome Convenience Centre,Store ,931 King Cetshwayo Highway ,Telkom ,,,
842,Sherwood ,Zains Hair Salon,Hair Salon ,22 Mayfield Place ,Telkom,,,
843,Shongweni ,Durban Shongweni Club,-,14227 Summerveld Road ,telkom,,,
844,Shongweni ,Zenex,Garage ,7  Kassier Road ,Telkom,,,
845,Silver Sands ,iSpot Hotspot Silver Sands 1,Hotel ,16 Erskine Terrace ,iSpot ,,,
846,Silver Sands ,Silver Sands 1-2-MT,Hotel,16 Erskine Terrace ,iSpot ,,,
847,Silver Sands ,Silver Sands 3,Hotel,17 Erskine Terrace ,iSpot ,,,
848,Silver Sands ,Silver Tides,Hotel,481 Marine Drive ,iSpot ,,,
849,South Beach,Best Wheel and Tyre ,Car Accessories Shop,171 Smith Street ,Telkom,,,
850,South Beach,Café Azneka ,Restaurant ,6 Durban Club Place ,Telkom,,,
851,South Beach,Captain Doregos ,Restaurant ,Monty Naicker Street ,Telkom,,,
852,South Beach,Debonairs ,Restaurant ,58 Field Street ,Telkom,,,
853,South Beach,Debonairs ,Restaurant ,Brickhill and West Street ,Telkom,,,
854,South Beach,Debonairs ,Restaurant ,455 Anton Lembede Street ,Telkom,,,
855,South Beach,Delicious African Dishes ,Restaurant ,45/47 West Street ,Telkom,,,
856,South Beach,Durban Spa ,Hotel,57 O R Tambo Parade,AlwaysOn,,,
857,South Beach,Durban Spa ,Hotel,57 O R Tambo Parade,Vast Networks,,,
858,South Beach,Durdoc Clinic ,Clinic ,480 Anton Lembede Street ,Telkom,,,
859,South Beach,Fish and Chips ,Old Mutual Mall ,303 West Street ,Telkom,,,
860,South Beach,Galitos ,Restaurant ,55 Gillispie Street ,Telkom,,,
861,South Beach,Honchos,Restaurant ,83 Queen Street ,Telkom,,,
862,South Beach,iSpot Base Southgate Two,,"Southgate, South Beach ",iSpot ,,,
863,South Beach,Jolly Grubber,Restaurant ,79 Dr Pixley Kaseme Street,Telkom ,,,
864,South Beach,KFC ,Restaurant ,124 Russell Street ,Telkom ,,,
865,South Beach,KFC ,Restaurant,369 Smith Street ,Telkom,,,
866,South Beach,KFC ,Restaurant,99 Broad Street ,Telkom,,,
867,South Beach,KFC ,Restaurant,50 West Street ,Telkom,,,
868,South Beach,KFC ,Restaurant,551 Point Road ,Telkom,,,
869,South Beach,KFC ,Restaurant,351 West Sreet ,Telkom,,,
870,South Beach,KFC ,Restaurant,Commercial Road ,Telkom,,,
871,South Beach,Kimaya Spa ,Spa,57 OR Tambo Parade ,Telkom ,,,
872,South Beach,Mammas Chicken ,Restaurant ,112 Queen Street ,Telkom ,,,
873,South Beach,McDonalds ,Restaurant ,Joe Slovo Drive and Bertha Mkhise Street ,Telkom ,,,
874,South Beach,McDonalds ,Restaurant ,Field and West Street ,Telkom ,,,
875,South Beach,Meat Junction ,Restaurant ,10/14 Sylvester Ntuli Road ,Telkom ,,,
876,South Beach,Nandos ,Old Mutual Mall ,303 Dr Pixley KaSeme Street ,Telkom ,,,
877,South Beach,New Image Salon ,Hair Salon ,130 West Street,Telkom ,,,
878,South Beach,Oriental Restaurant ,The Workshop Shopping Centre ,99 Aliwal Street ,-,Unlimited ,30MB ,
879,South Beach,Pie City ,West End Centre,349 Grey and Pine Street ,Telkom ,,,
880,South Beach,Rage Fashion ,Clothing Shop ,336 West Street ,Telkom ,,,
881,South Beach,Roma Revolving Restaurant ,Restaurant ,22-36 Margaret Mncadi Avenue ,Telkom ,,,
882,South Beach,Spice Emporium ,Spice Shop ,31 Monty Naicker Road ,Telkom ,,,
883,South Beach,Subway ,Old Mutual Mall ,300 Smith Street ,-,Unlimited ,30MB ,
884,South Beach,Supa Quick ,Car Accessories Shop,2 A Xuma Street ,Telkom ,,,
885,South Beach,Telkom ,Store,21 Acutt Street ,Telkom ,,,
886,South Beach,Tiger Wheel and Tyre ,Car Accessories Shop,Florence Nzama & Monty Naicker Street ,Telkom ,,,
887,South Beach,West End Butcher and Grill ,Restaurant ,90 Dr Pixley KaSeme Street ,Telkom ,,,
888,South Beach,Wheel and Steel ,Car Accessories Shop,109 Monty Naicker Street ,Telkom ,,,
889,South Beach,Wimpy,Good Hope Centre,92 Queens Street ,Telkom ,,,
890,South Beach,XTLS Dreadlocks,Hair Salon ,225 Smith/Albany Groove ,,,,
891,South Coast ,Hunters Rest Pub and Grill ,Restaurant ,Anerley Road ,Telkom,,,
892,South Coast ,Mugg & Bean ,Restaurant ,Palm Road,Vast Networks ,,,
893,South Coast ,Union Motors Lowveld CV,Car Dealership ,494 Izotsha Road ,iSpot ,,,
894,South Coast ,Union Motors Lowveld PC,Car Dealership ,990 Marine Drive ,iSpot ,,,
895,South Coast ,Union Motors South Coast Commercial,Car Dealership ,494 Izotsha Road ,iSpot ,,,
896,South Coast ,Union Motors South Coast Passenger,Car Dealership ,990 Marine Drive ,iSpot ,,,
897,Southbroom,San Lameer Spa,Golf Estate ,65 Main Road,Telkom ,,,
898,Springfield Park ,BP Garage ,Garage ,Watercrest ,Vast Networks ,,,
899,Springfield Park ,Engen 1 Stop,Garage ,Inanda Road,iSpot ,,,
900,Springfield Park ,Green Chilli,Restaurant ,47 Intersite Avenue ,Telkom ,,,
901,Springfield Park ,Hair @ Mels ,Umgeni Business Centre ,2 Intersite Avenue ,Telkom ,,,
902,Springfield Park ,Hubcaps Woodfire Pizza ,Restaurant ,47 Intersite Avenue ,Telkom,,,
903,Springfield Park ,Hyundai,Car Lot ,1 Royal Palm Avenue ,Telkom,,,
904,Springfield Park ,Jolly Grubber,Restaurant ,29 Royal Palm Avenue ,Telkom ,,,
905,Springfield Park ,KFC ,Restaurant,62 Intersite Avenue ,Telkom,,,
906,Springfield Park ,KFC ,Restaurant ,62 Intersite Avenue ,Wireless G,,,
907,Springfield Park ,Makro ,Store ,90 Umgeni Road ,AlwaysOn,,,
908,Springfield Park ,Nandos ,Umgeni Road ,53 Intersite Avenue ,Internet ,,,
909,Springfield Park ,Nedbank ,Bank,Illala Avenue ,AlwaysOn,,,
910,Springfield Park ,Premium Tyres ,Umgeni Business Centre ,70 Intersite Avenue ,Telkom ,,,
911,Springfield Park ,RMB Home Centre ,Home Store ,2 Llala Avenue ,Telkom ,,,
